FromNodeId,ToNodeId
0050336,2485
2485,0050459
104,0050339
104,0050340
0050339,1116
0050339,11263
0050339,11265
0050339,11337
0050339,13800
0050339,13819
0050339,14115
0050339,4974
0050339,8478
0050339,9063
0050339,9159
0050340,2312
0050382,2123
2123,0050383
2123,11990
2123,13226
2123,14239
2123,2122
0050387,4455
4455,4450
4455,6163
4455,7192
0050398,11102
11102,0060345
11102,11101
11102,11258
0050419,626
626,0060002
626,0060295
626,0060297
626,0060298
626,0060299
626,0060300
626,0060301
626,0060302
626,0060303
626,612
626,8158
626,8354
0050425,331
331,10095
331,10554
331,10969
331,11387
331,11389
331,12835
331,1289
331,319
331,322
331,3230
331,481
331,607
331,640
331,8117
331,8869
331,936
331,9471
0050427,0050737
0050737,0050436
0050737,0050439
0050737,0050462
0050737,0050470
0050737,0050473
0050737,0050474
0050737,0050528
0050737,0050536
0050737,0050553
0050737,0050569
0050737,0050576
0050737,0050577
0050737,0050592
0050737,0050600
0050737,0050602
0050737,0050629
0050737,0050632
0050737,0050656
0050737,0050677
0050737,0050682
0050737,0050684
0050737,0050739
0050737,0050774
0050737,0050779
0050737,0050790
0050737,0050796
0050737,0050807
0050737,0050814
0050737,0050816
0050737,0050857
0050737,0060237
0050737,0060240
0050737,0060241
0050737,0060306
0050737,0060337
0050737,0060348
0050737,0060356
0050737,0060364
0050737,0060470
0050737,10241
0050737,10632
0050737,10923
0050737,10983
0050737,12712
0050737,12714
0050737,13777
0050737,14501
0050737,14670
0050737,14671
0050737,14694
0050737,14723
0050737,14748
0050737,14773
0050737,1485
0050737,1699
0050737,1930
0050737,1935
0050737,2235
0050737,2717
0050737,2738
0050737,2935
0050737,2962
0050737,3753
0050737,3911
0050737,5325
0050737,5688
0050737,6612
0050737,7400
0050737,9521
0050428,3390
3390,0060361
3390,3389
3390,161
0050431,0060036
0060036,0050700
0060036,0060480
0060036,11984
0060036,12930
0060036,397
0050432,0060041
0060041,0060040
0060041,0060042
0060041,12849
0050433,649
649,11949
649,3530
649,4249
649,5434
649,5435
649,648
649,936
0050434,2843
2843,2842
2843,0050739
0050437,3211
3211,0050461
3211,0080070
3211,0080071
3211,1064
3211,12798
3211,14500
3211,655
3211,3343
3211,3413
3211,3633
3211,3659
3211,9455
0050440,811
811,0050585
0050441,1927
1927,10581
1927,10587
1927,14499
1927,1926
1927,9455
1927,2368
0050444,906
906,0050452
906,0050797
906,2582
906,905
906,655
0050445,10609
10609,0050947
10609,0050948
10609,0050949
10609,0080005
0050450,447
447,0050477
447,0050699
447,1062
447,14219
447,445
447,557
447,4479
447,9432
0050451,10273
10273,0050820
10273,0050824
10273,0060224
10273,10272
10273,1287
10273,13209
10273,384
0050453,2490
2490,0050454
2490,10907
2490,0080015
2490,4621
2490,4626
0050457,12336
12336,48
12336,14096
12336,14227
12336,14228
0050458,4972
4972,4960
0050460,0060388
0060388,0080014
0060388,0060389
0060388,0060390
0060388,0060391
0060388,0060392
0060388,0060393
0060388,0060394
0060388,0060395
0060388,0060396
0060388,0060397
0060388,0060398
0060388,0060399
0060388,0060400
0060388,0060401
0060388,0060402
0060388,0060403
0060388,0060404
0060388,0060405
0060388,0060406
0060388,0060407
0060388,0060408
0060388,0060409
0060388,0060410
0060388,0060411
0060388,0060412
0060388,0060413
0060388,0060414
0060388,0060415
0060388,0060416
0060388,0060417
0060388,0060418
0060388,0060419
0060388,0060420
0060388,0060421
0060388,0060422
0060388,0060423
0060388,0060424
0060388,0060425
0060388,0060426
0060388,0060427
0060388,0060428
0060388,12580
0060388,12583
0060388,14515
0060388,14699
0060388,1928
0050463,2256
2256,0050603
2256,0050604
2256,0050648
2256,0050680
2256,0050690
2256,0050767
2256,0050775
2256,0060247
2256,0060288
2256,0060387
2256,0060462
2256,0060465
2256,0080019
2256,0080026
2256,0080027
2256,0080038
2256,0080041
2256,0080043
2256,0080044
2256,0080045
2256,0080047
2256,0080049
2256,12347
2256,12721
2256,13481
2256,13994
2256,14687
2256,14798
2256,0080006
2256,4258
2256,4480
0050464,9455
9455,0050729
9455,14497
9455,14502
9455,14503
9455,3345
9455,9452
0050465,3883
0050468,225
225,0050526
225,0050549
225,0050740
225,0050763
225,0050764
225,0050769
225,0050782
225,0050834
225,0050858
225,0050867
225,0050880
225,0050881
225,0050885
225,0060218
225,0060221
225,0060225
225,0060227
225,0060229
225,0060231
225,0060232
225,0060233
225,0060238
225,0060239
225,0060246
225,0060254
225,0060289
225,0060291
225,0060339
225,0060347
225,0060349
225,0060352
225,0060365
225,0060469
225,0060471
225,0060473
225,0060476
225,0060479
225,0060481
225,0060482
225,0060483
225,0060484
225,0060485
225,0060486
225,0060488
225,0060535
225,0080040
225,0080105
225,0080106
225,0080107
225,11042
225,11549
225,11612
225,1166
225,11824
225,13002
225,13087
225,13677
225,14283
225,14525
225,14679
225,14744
225,14780
225,14796
225,2508
225,2907
225,2926
225,3047
225,3490
225,4491
225,4534
225,4624
225,4661
225,4837
225,5572
225,6677
225,6678
225,6686
225,6691
225,6692
225,8461
225,8544
225,9007
225,9008
225,9249
225,9250
225,9375
225,9778
0050475,0050739
0050739,0050689
0050739,0050819
0050739,2229
0050739,2231
0050476,3146
3146,0050527
3146,0060235
3146,0060357
3146,10582
3146,1168
3146,1387
3146,14498
3146,14692
3146,1701
3146,655
0050480,11256
0050480,11254
11256,0050481
11256,13371
0050486,0050487
0050486,8672
0050488,9856
9856,10039
9856,4166
0050489,12176
12176,12175
12176,50
12176,13195
12176,13196
12176,13197
12176,13200
0050490,9988
9988,0050491
9988,10027
9988,10035
9988,8200
0050508,8736
8736,9153
0050513,0050515
0050515,0050514
0050515,4953
0050515,9786
4953,4952
4953,4986
0050523,715
715,5603
715,10747
0050529,12377
12377,0050530
12377,0060160
12377,0060161
12377,231
12377,4873
0050534,8499
8499,11874
8499,8498
0050535,2462
2462,11295
2462,7736
2462,8947
0050537,83
83,13328
83,13822
83,82
83,110
83,9669
0050538,10595
10595,0050539
10595,0050540
10595,0050541
10595,0050542
10595,0050543
10595,0080067
10595,0080068
10595,0080069
10595,440
0050544,9252
9252,0050573
9252,0050710
9252,0050720
9252,0050721
9252,0050762
9252,0050798
9252,0060159
9252,0060176
9252,0060350
9252,0060439
9252,1060
9252,14365
9252,14755
9252,857
9252,655
9252,9263
9252,9265
9252,9266
9252,9267
9252,9268
9252,9270
9252,9274
9252,9275
9252,9279
9252,9280
9252,9281
0050545,0080015
0050545,758
0080015,0050567
0080015,0060259
0080015,0060327
0080015,0060341
0080015,0080074
0080015,10426
0080015,10488
0080015,10892
0080015,11044
0080015,11383
0080015,1148
0080015,12961
0080015,13482
0080015,14731
0080015,9248
0080015,9487
0080015,9827
0050546,9553
9553,12257
9553,3952
9553,28
9553,9931
0050547,3973
3973,3962
0050548,0060053
0050548,11589
0060053,870
0060053,0060054
0060053,2477
0060053,2491
0050554,8955
8955,0060063
8955,0060064
8955,0060065
8955,0060066
8955,0060335
8955,12449
0050556,0050950
0050950,0050754
0050950,0050755
0050950,0050946
0050950,0050951
0050950,0050997
0050950,0050999
0050950,0080029
0050950,0080042
0050950,0080057
0050950,0080058
0050950,0080059
0050950,0080060
0050950,0080061
0050950,0080062
0050950,0080063
0050950,0080064
0050950,0080065
0050950,0080066
0050950,12704
0050950,12705
0050557,9884
0050557,0050558
0050557,0050559
0050557,0050560
0050557,0050588
0050557,0050663
9884,0060253
9884,11719
9884,11720
9884,11723
9884,11724
9884,11726
9884,11727
9884,450
9884,9883
9884,423
0050561,0050704
0050704,0050701
0050704,0050708
0050704,1825
0050704,2538
0050704,3329
0050562,0050703
0050703,0050701
0050703,0060169
0050703,0060171
0050563,0050564
0050563,0050565
0050563,0050566
0050567,674
0050567,9296
0050568,1934
1934,0050581
1934,0050794
1934,0060226
1934,0060342
1934,0060379
1934,11971
1934,14669
1934,0080006
0050570,5212
5212,0050571
5212,2978
0050572,8466
8466,0050664
8466,10584
8466,12161
8466,1686
8466,4448
8466,8465
8466,9821
0050573,0050574
0050573,0050575
0050578,4448
4448,0050661
4448,0050662
4448,2007
0050579,2747
2747,0050594
2747,11721
2747,2746
2747,0050728
2747,2748
2747,2749
2747,2750
2747,2751
2747,2752
2747,2754
0050580,4977
0050584,8200
8200,4166
8200,9880
0050587,10937
10937,150
10937,12399
10937,12400
10937,12401
10937,12402
10937,2510
0050589,5295
0050589,0060180
0050589,8778
5295,0060320
5295,0060321
5295,100
5295,10486
5295,10602
5295,10605
5295,10606
5295,10607
5295,10611
5295,10846
5295,11223
5295,11428
5295,1285
5295,13248
5295,13249
5295,13419
5295,1518
5295,2074
5295,3852
5295,4072
5295,77
5295,5353
5295,7475
5295,8437
5295,8439
5295,8476
5295,8590
5295,8633
5295,8643
5295,9779
5295,9868
0050590,1227
1227,11245
1227,12987
1227,5339
0050591,1091
1091,0060324
1091,403
1091,13711
1091,13714
1091,214
1091,3388
1091,4154
1091,5330
1091,9893
0050593,1686
0050593,11212
1686,1067
1686,11148
1686,11149
1686,12571
1686,13060
1686,13550
1686,1687
1686,9283
1686,9946
0050596,10079
0050597,1395
1395,11302
1395,13722
0050598,399
0050598,0050599
0050598,106
0050598,1638
0050598,1639
0050598,4889
0050598,4962
0050598,9861
399,2957
399,401
0050599,404
0050599,9305
0050605,896
896,0050649
896,1029
896,1838
896,2352
896,4184
896,893
896,655
0050606,161
161,0060360
161,13072
161,2734
161,3805
161,6498
161,869
0050608,3369
3369,3368
3369,184
3369,4232
0050610,8719
8719,0050611
8719,0050612
8719,0050613
8719,0050614
8719,4943
8719,5172
8719,6148
8719,8634
8719,8661
8719,8687
8719,0060071
8719,8791
8719,8792
8719,8800
8719,8802
8719,8826
8719,8872
8719,8991
8719,9011
8719,9024
8719,9053
8719,9087
8719,9095
8719,9108
8719,9132
8719,9138
8719,9174
8719,9234
0050615,0050686
0050615,0050619
0050615,10811
0050615,11920
0050615,1324
0050615,1325
0050615,2596
0050686,162
0050686,0060083
0050686,0060100
0050686,0060122
0050686,11934
0050686,170
0050686,1725
0050686,176
0050686,193
0050686,3093
0050686,3119
0050686,3996
0050686,5093
0050686,5875
0050616,192
0050616,6021
192,0050617
192,0050618
192,193
0050619,1355
0050619,1357
0050619,1360
0050619,1362
0050619,1363
0050619,14546
0050620,5974
0050620,6844
5974,5973
5974,4919
0050621,0060085
0050621,10195
0050621,1350
0050621,248
0050621,2598
0050621,3683
0050621,3906
0050621,6059
0050621,9310
0060085,0050622
0060085,0050624
0060085,0060072
0060085,0060089
0060085,0060091
0060085,0060092
0060085,0060097
0060085,0060099
0060085,0060115
0060085,0060117
0060085,0060121
0060085,731
0050622,0060086
0050622,0060087
0050622,10207
0050622,2616
0050622,4757
0050622,5147
0050623,731
0050623,13109
0050623,13110
0050623,5429
0050623,7333
731,11885
731,2697
731,3116
731,5433
731,730
0050624,10087
0050624,10187
0050624,3117
0050624,3918
0050624,4148
0050624,452
0050624,4610
0050624,5125
0050624,5134
0050624,5561
0050624,7532
0050624,959
0050624,960
0050625,3117
0050625,0050893
0050625,10201
0050625,10209
0050625,3120
0050625,4608
0050625,5381
0050625,5384
0050625,5468
0050625,5469
3117,916
0050626,3119
3119,0050922
3119,0060119
3119,10155
3119,10534
3119,1791
3119,3571
3119,4147
3119,4607
3119,4944
3119,5041
3119,8618
3119,903
3119,9253
0050628,535
535,0050847
535,2846
535,150
535,8619
535,8986
535,9091
535,9207
0050630,5614
5614,0050633
5614,0060216
5614,0060217
5614,0060260
5614,10034
5614,10141
5614,10176
5614,10376
5614,10629
5614,110
5614,11343
5614,12270
5614,1242
5614,1393
5614,1400
5614,238
5614,3480
5614,4251
5614,1492
5614,790
5614,8501
5614,8886
5614,9335
5614,9368
5614,9370
5614,9722
5614,9799
0050631,0050735
0050735,0050647
0050735,0050681
0050735,0050781
0050735,0060248
0050735,1056
0050735,12134
0050735,14261
0050735,14711
0050735,14737
0050735,1700
0050735,2120
0050735,3783
0050735,9169
0050634,987
987,0050801
987,1943
987,4535
0050635,10969
0050636,9120
9120,0050637
9120,0050638
9120,0050639
9120,0050761
9120,9246
0050640,0080027
0080027,0050812
0080027,0050813
0080027,0060490
0080027,0080028
0080027,0080030
0080027,14789
0080027,5684
0050641,583
583,12554
583,582
583,720
583,589
0050642,11252
11252,1098
11252,2355
0050643,4123
4123,0080079
4123,0080080
4123,0080081
4123,0080082
4123,0080083
4123,0080084
4123,0080085
4123,0080086
4123,0080087
4123,0080088
4123,13117
4123,16
0050644,178
178,0050828
178,10556
178,1271
178,1461
178,1287
178,2494
178,272
178,3103
178,326
178,341
178,865
178,866
0050645,65
65,0050698
65,0080001
65,11329
65,13374
65,14188
65,14223
65,1586
65,1678
65,204
65,2703
65,3141
65,5587
65,17
65,819
65,854
65,8936
65,9598
65,9957
0050646,66
66,0060255
66,2106
66,423
66,0080000
0050650,0060224
0050651,1681
1681,1657
1681,1682
1681,1882
0050654,11971
11971,0060467
11971,11193
11971,12960
11971,14762
11971,2340
0050659,679
679,0060230
679,936
679,9255
0050665,0050696
0050696,0050666
0050696,0050667
0050696,0050668
0050696,0060038
0050669,1969
0050669,10965
0050669,10967
0050669,10968
0050669,10970
1969,0050670
1969,0050672
1969,0050673
1969,936
0050671,1612
0050671,11889
0050671,13799
0050671,13972
0050671,1647
0050671,1649
0050671,1650
0050671,9773
1612,0060075
1612,0060076
1612,0060077
1612,0060078
1612,0060079
1612,0060080
1612,0060081
1612,5093
1612,1614
1612,3004
1612,3011
1612,3016
1612,3017
1612,3459
1612,4364
1612,5826
1612,6657
1612,7983
0050674,1701
1701,0050811
1701,4367
0050679,13911
13911,13399
0050683,8501
8501,11105
8501,13227
8501,14251
8501,14252
8501,14253
8501,8500
0050685,305
305,0060463
305,1749
305,1800
305,2671
305,299
305,3025
305,0050687
305,3113
305,4552
305,4838
305,4903
305,5660
305,5662
162,0050687
162,14566
0050687,0070003
0050687,154
0050687,1790
0050687,1909
0050687,2426
0050687,2994
0050687,3070
0050687,3350
0050688,5672
0050688,3692
0050688,6126
0050688,7177
5672,0050913
5672,14110
5672,1521
5672,10155
5672,9256
0050692,440
440,0060346
440,870
440,913
0050695,5158
5158,14032
5158,14033
5158,201
5158,7474
0060038,0050856
0060038,0060037
0060038,1059
0060038,1094
0060038,12995
0060038,2033
0060038,2303
0060038,2769
0060038,8670
0060038,8927
0060038,9923
0050697,780
780,11060
780,12215
780,3891
780,4744
780,345
780,8488
780,9667
0050700,114
0050700,3978
114,0050825
114,1287
114,11516
114,1682
114,4079
114,6000
114,9768
0050701,1826
0050701,0050702
0050701,0050705
0050701,0050706
1826,0060281
1826,1824
1826,936
1826,1827
1826,2234
1826,2544
0050702,0050709
0050702,14264
0050702,14777
0050702,308
0050705,0060172
0050705,4890
0050705,7725
0050706,2548
0050706,891
0050711,2351
2351,12119
0050712,0050798
0050798,0050799
0050798,0050800
0050713,700
700,0050730
700,0050757
700,0050768
700,0060067
700,0060286
700,0060331
700,0060332
700,0060333
700,0060351
700,0060536
700,0060537
700,3652
700,3762
700,655
0050715,14749
14749,0050716
14749,0050717
14749,0050732
14749,0050733
14749,0060159
0050718,655
0050718,0050719
0050718,0050731
655,0050832
655,0060358
655,0060363
655,13268
655,2345
655,2741
655,2978
655,653
0050721,0050722
0050721,0050723
0050721,0050724
0050721,0080075
0050721,0080076
0050725,9275
9275,0050726
9275,0050727
0050728,2978
2978,10604
2978,13317
2978,2862
2978,3649
2978,3651
2978,5204
2978,9869
2978,9870
0050731,0050734
0050731,0050818
0050741,9973
9973,0050742
9973,303
9973,9974
0050743,0060060
0050743,0050749
0060060,0050744
0060060,0050873
0060060,0050909
0060060,0060058
0060060,707
0050745,707
707,0050746
707,0050747
707,0050748
707,5820
707,706
707,7061
0050748,0050750
0050749,0060061
0050751,1040
1040,1039
1040,1037
1040,1703
1040,285
1040,6354
0050752,332
332,0060193
332,0060194
332,0060195
332,0060196
332,0060197
332,0060198
332,0060199
332,0060200
332,0060201
332,0060202
332,0060203
332,0060204
332,0060205
332,0060206
332,0060207
332,0060208
332,0060209
332,0060210
332,0060211
332,0060212
332,0060213
332,0060214
332,0060355
332,231
0050753,2786
0050753,0050998
2786,2785
2786,936
0050756,14503
0050758,3650
0050759,450
450,11722
0050760,423
423,0080089
423,0080090
423,0080091
423,0080092
423,0080093
423,0080094
423,0080095
423,0080096
423,0080097
423,0080098
423,0080099
423,0080100
423,0080108
423,14717
423,422
423,431
423,633
423,699
423,767
423,929
0050765,1289
0050765,0050766
1289,0050831
1289,0050883
1289,0050890
1289,0050951
1289,0060264
1289,0060491
1289,11870
1289,12707
1289,12858
1289,13548
1289,14784
1289,231
1289,3213
1289,3688
1289,3981
1289,680
1289,9277
0050771,0060084
0060084,0050871
0060084,0050894
0060084,0060072
0060084,0060101
0060084,127
0060084,1475
0060084,255
0060084,2602
0060084,2615
0060084,2645
0060084,2683
0060084,3168
0060084,3301
0060084,3314
0060084,3315
0060084,4658
0060084,5078
0060084,657
0050772,0050952
0050952,0050941
0050952,0050942
0050952,0050943
0050952,0050944
0050952,0050945
0050952,0050951
0050773,169
169,170
169,4430
169,5574
169,5577
0050776,0050889
0050889,1059
0050889,0060307
0050889,0060308
0050777,0060340
0050777,0060376
0060340,0050778
0050783,2377
2377,0050784
2377,0050785
2377,3213
2377,2378
0050791,3765
3765,1923
0050802,13359
13359,854
13359,14720
13359,14756
13359,14757
13359,14759
13359,14775
0050803,3068
3068,0050804
3068,0050805
3068,0050806
3068,3069
3068,3071
3068,3074
0050809,12798
12798,0060222
12798,12799
12798,12800
12798,12801
12798,12802
12798,12803
12798,12804
0050815,1492
0050815,530
0050815,930
1492,9720
0050817,10871
10871,2007
0050820,0050821
0050820,0050822
0050820,0050823
0050820,990
0050822,11312
0050824,13884
0050825,10314
0050825,12929
0050826,4079
0050826,14289
0050826,4078
0050826,4080
0050826,5644
4079,0050827
4079,5749
4079,61
4079,62
0050828,0050830
0050828,10763
0050828,13096
0050828,14006
0050828,2349
0050828,2388
0050828,3393
0050828,342
0050828,520
0050828,6713
0050828,9477
0050828,9892
0050829,1287
0050829,118
0050829,1787
1287,7
0050832,0050833
0050835,543
543,0050836
543,0050837
543,0050838
543,480
0050836,0050839
0050836,0050840
0050836,0050841
0050836,0050842
0050836,0050843
0050836,0050844
0050836,0050845
0050836,529
0050837,0050846
0050845,3982
0050847,0050848
0050847,9220
0050849,10022
10022,1737
0050850,936
936,0060263
936,11457
936,12680
936,13413
936,1443
936,1607
936,1931
936,2034
936,2382
936,2384
936,2479
936,3431
936,367
936,4267
936,4662
936,4723
936,4724
936,480
936,636
936,6364
936,9428
936,9588
0050851,2921
0050851,1312
2921,10966
2921,10976
2921,11036
2921,13138
2921,14064
2921,2920
2921,10952
2921,2986
2921,4776
2921,4777
2921,4778
2921,4779
2921,4780
2921,4781
2921,4782
2921,4783
2921,4784
0050852,326
326,2316
326,682
0050853,10128
10128,866
10128,2364
0050855,557
557,0060062
557,1074
557,10952
557,11705
557,12679
557,14766
557,2527
557,2744
557,2973
557,2975
557,2977
557,2981
557,2982
557,2983
557,3508
557,5200
557,18
557,576
557,580
557,585
557,782
557,9409
557,9617
557,9622
0050859,1679
1679,12355
1679,13148
1679,13306
1679,13507
1679,13949
1679,365
1679,1680
1679,7127
1679,7138
0050860,4610
4610,0050914
4610,11240
4610,1517
4610,1984
4610,235
4610,4119
4610,4551
4610,5143
4610,6460
4610,7505
0050861,9256
9256,1993
9256,219
0050862,345
345,1005
345,13589
345,13736
345,13811
345,13812
345,2253
345,288
345,229
345,9042
345,9346
345,9958
345,997
0050863,12010
12010,0050864
12010,1891
0050865,8649
8649,8618
0050866,8618
8618,8564
8618,8578
8618,8602
8618,8702
8618,8850
8618,8930
8618,9149
8618,9188
0050868,657
657,0050869
657,2634
657,3892
657,5385
657,5390
657,5398
657,5401
657,5403
0050870,1324
1324,2784
1324,3905
1324,3924
1324,4765
1324,5410
1324,5764
1324,6760
1324,7696
